health_id,battery_source_id,cycle_count,rated_capacity_ah,measured_capacity_ah,voltage,temperature_c,internal_resistance_mohm,soh,source_file,source_url
B0005-D103,B0005,103,1.85649,1.4859,3.49823,33.20069,141.41374,0.80038,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0005-D104,B0005,104,1.85649,1.49609,3.50659,33.78698,137.39155,0.80587,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0005-D105,B0005,105,1.85649,1.4808,3.50146,33.67337,143.97136,0.79764,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0005-D106,B0005,106,1.85649,1.46975,3.50166,33.53582,143.49509,0.79169,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0005-D107,B0005,107,1.85649,1.4539,3.49662,33.3227,142.58074,0.78315,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0005-D108,B0005,108,1.85649,1.45415,3.49916,33.34623,142.79656,0.78328,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0005-D109,B0005,109,1.85649,1.45502,3.49608,33.64949,143.83173,0.78375,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0005-D110,B0005,110,1.85649,1.44904,3.4959,33.7927,143.14069,0.78053,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0005-D111,B0005,111,1.85649,1.43867,3.49759,33.52447,144.43513,0.77494,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0005-D112,B0005,112,1.85649,1.43345,3.4957,33.39042,144.59253,0.77213,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0005-D113,B0005,113,1.85649,1.4334,3.49288,33.6737,145.86269,0.7721,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0005-D114,B0005,114,1.85649,1.42806,3.49551,33.91081,145.7467,0.76923,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0005-D115,B0005,115,1.85649,1.42292,3.49423,33.78507,144.73713,0.76646,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0005-D116,B0005,116,1.85649,1.41743,3.4912,33.61127,144.78364,0.7635,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0005-D117,B0005,117,1.85649,1.41241,3.48891,33.45599,144.73013,0.7608,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0005-D118,B0005,118,1.85649,1.41258,3.48738,33.72327,147.62618,0.76089,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0005-D119,B0005,119,1.85649,1.4076,3.49199,34.05008,146.00773,0.75821,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0005-D120,B0005,120,1.85649,1.43339,3.49159,33.88935,144.66517,0.7721,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0005-D121,B0005,121,1.85649,1.43826,3.49558,34.06765,141.80866,0.77472,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0005-D122,B0005,122,1.85649,1.41735,3.4939,33.75168,146.82644,0.76346,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0005-D123,B0005,123,1.85649,1.40698,3.49159,33.46482,146.88862,0.75787,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0005-D124,B0005,124,1.85649,1.4012,3.48857,33.40211,150.55076,0.75476,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0005-D125,B0005,125,1.85649,1.3967,3.4869,33.41069,148.77267,0.75234,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0005-D126,B0005,126,1.85649,1.39128,3.48555,33.38985,148.62286,0.74942,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0005-D127,B0005,127,1.85649,1.38623,3.48389,33.37004,148.49858,0.74669,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0005-D128,B0005,128,1.85649,1.38044,3.4832,33.27216,149.49519,0.74357,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0005-D129,B0005,129,1.85649,1.37524,3.48363,33.22244,150.10406,0.74077,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0005-D130,B0005,130,1.85649,1.37051,3.48017,33.26208,148.83146,0.73823,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0005-D131,B0005,131,1.85649,1.37051,3.47845,33.31203,151.62593,0.73823,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0005-D132,B0005,132,1.85649,1.36474,3.47858,33.25288,151.51834,0.73512,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0005-D133,B0005,133,1.85649,1.37539,3.48252,33.74505,151.09274,0.74086,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0005-D134,B0005,134,1.85649,1.38611,3.48868,33.88842,151.09274,0.74663,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0005-D135,B0005,135,1.85649,1.36985,3.48585,33.73538,131.27908,0.73787,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0005-D136,B0005,136,1.85649,1.36478,3.47879,33.59131,134.85495,0.73514,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0005-D137,B0005,137,1.85649,1.35432,3.48128,33.32367,135.68841,0.72951,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0005-D138,B0005,138,1.85649,1.35464,3.48035,33.69196,138.1525,0.72968,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0005-D139,B0005,139,1.85649,1.3547,3.47811,33.88764,138.71588,0.72971,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0005-D140,B0005,140,1.85649,1.34931,3.47659,33.67308,138.33375,0.72681,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0005-D141,B0005,141,1.85649,1.34419,3.47338,33.41199,137.45415,0.72405,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0005-D142,B0005,142,1.85649,1.33899,3.47264,33.29927,139.49093,0.72125,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0005-D143,B0005,143,1.85649,1.33891,3.47344,33.59981,138.74464,0.72121,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0005-D144,B0005,144,1.85649,1.33401,3.47548,33.61961,139.70275,0.71856,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0005-D145,B0005,145,1.85649,1.32864,3.47229,33.39452,138.72204,0.71568,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0005-D146,B0005,146,1.85649,1.32317,3.47137,33.16735,138.93429,0.71273,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0005-D147,B0005,147,1.85649,1.31817,3.47262,33.10962,137.82987,0.71003,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0005-D148,B0005,148,1.85649,1.31847,3.47381,33.46502,139.32871,0.71019,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0005-D149,B0005,149,1.85649,1.31829,3.47014,33.44262,136.75061,0.7101,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0005-D150,B0005,150,1.85649,1.32387,3.46752,33.03793,146.9141,0.71311,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0005-D151,B0005,151,1.85649,1.36012,3.47675,33.49495,140.16151,0.73263,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0005-D152,B0005,152,1.85649,1.33953,3.4759,33.49136,146.38776,0.72154,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0005-D153,B0005,153,1.85649,1.32903,3.47581,33.32981,146.73171,0.71588,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0005-D154,B0005,154,1.85649,1.32367,3.47466,33.27303,147.04028,0.713,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0005-D155,B0005,155,1.85649,1.31863,3.4723,33.22988,147.95386,0.71028,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0005-D156,B0005,156,1.85649,1.31348,3.47293,33.20861,145.5204,0.70751,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0005-D157,B0005,157,1.85649,1.3132,3.46962,33.23612,146.38472,0.70736,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0005-D158,B0005,158,1.85649,1.3078,3.47002,33.1866,145.87142,0.70445,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0005-D159,B0005,159,1.85649,1.30303,3.47076,33.17406,147.7743,0.70188,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0005-D160,B0005,160,1.85649,1.30336,3.46811,33.25398,148.22166,0.70206,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0005-D161,B0005,161,1.85649,1.30341,3.46486,33.31981,148.05739,0.70208,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0005-D162,B0005,162,1.85649,1.29789,3.46786,33.33766,148.3648,0.69911,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0005-D163,B0005,163,1.85649,1.29807,3.46402,33.29077,146.84959,0.69921,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0005-D164,B0005,164,1.85649,1.29346,3.46646,33.27569,146.48058,0.69673,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0005-D165,B0005,165,1.85649,1.288,3.46851,33.32068,144.7253,0.69379,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0005-D166,B0005,166,1.85649,1.28745,3.46681,33.37315,145.05419,0.69349,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0005-D167,B0005,167,1.85649,1.30902,3.47107,33.71352,147.58062,0.7051,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0005-D168,B0005,168,1.85649,1.32508,3.47547,33.86532,124.82808,0.71376,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D001,B0006,1,2.03534,2.03534,3.55695,32.14278,139.77513,1.0,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D002,B0006,2,2.03534,2.02514,3.56148,32.29308,139.77513,0.99499,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D003,B0006,3,2.03534,2.01333,3.56675,32.24415,139.77513,0.98919,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D004,B0006,4,2.03534,2.01328,3.5688,32.14712,139.77513,0.98916,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D005,B0006,5,2.03534,2.00053,3.56397,32.06687,139.77513,0.9829,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D006,B0006,6,2.03534,2.0139,3.57355,32.03448,139.77513,0.98947,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D007,B0006,7,2.03534,2.0131,3.57114,32.11157,139.77513,0.98907,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D008,B0006,8,2.03534,1.96879,3.56815,32.11258,139.77513,0.9673,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D009,B0006,9,2.03534,1.96817,3.56928,32.03566,139.77513,0.967,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D010,B0006,10,2.03534,1.95723,3.56339,31.99528,139.77513,0.96162,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D011,B0006,11,2.03534,1.9456,3.56666,31.87413,139.77513,0.95591,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D012,B0006,12,2.03534,1.93475,3.5687,32.12096,139.77513,0.95058,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D013,B0006,13,2.03534,1.92328,3.56921,32.11021,139.77513,0.94494,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D014,B0006,14,2.03534,1.91189,3.56593,31.98906,139.77513,0.93935,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D015,B0006,15,2.03534,1.90107,3.56124,31.87881,139.77513,0.93403,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D016,B0006,16,2.03534,1.8892,3.55788,31.76745,139.77513,0.9282,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D017,B0006,17,2.03534,1.87828,3.56282,31.78992,139.77513,0.92283,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D018,B0006,18,2.03534,1.86757,3.5592,31.82883,139.77513,0.91757,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D019,B0006,19,2.03534,1.86759,3.55809,31.89045,139.77513,0.91758,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D020,B0006,20,2.03534,1.97963,3.5659,31.51177,139.77513,0.97263,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D021,B0006,21,2.03534,1.95755,3.57081,31.87449,138.65401,0.96178,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D022,B0006,22,2.03534,1.94582,3.56668,31.53911,139.26227,0.95602,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D023,B0006,23,2.03534,1.92425,3.56684,31.22087,138.13544,0.94542,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D024,B0006,24,2.03534,1.94598,3.57105,31.11901,137.08702,0.9561,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D025,B0006,25,2.03534,1.90141,3.56663,31.03324,139.97881,0.9342,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D026,B0006,26,2.03534,1.87867,3.55274,31.00125,139.9296,0.92303,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D027,B0006,27,2.03534,1.86831,3.5561,30.92143,138.59445,0.91793,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D028,B0006,28,2.03534,1.85602,3.55045,30.92936,140.48255,0.9119,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D029,B0006,29,2.03534,1.8452,3.54601,31.00811,140.65744,0.90658,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D030,B0006,30,2.03534,1.85723,3.55426,30.96779,140.51422,0.91249,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D031,B0006,31,2.03534,1.92478,3.55586,31.10097,145.07371,0.94568,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D032,B0006,32,2.03534,1.88223,3.55373,31.30737,142.53172,0.92478,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D033,B0006,33,2.03534,1.85528,3.54527,31.13134,143.09928,0.91153,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D034,B0006,34,2.03534,1.83925,3.53841,30.82871,143.21807,0.90366,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D035,B0006,35,2.03534,1.81854,3.52977,30.76153,143.3864,0.89348,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D036,B0006,36,2.03534,1.81348,3.53007,31.30306,144.19531,0.891,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D037,B0006,37,2.03534,1.7971,3.52489,31.06432,143.32999,0.88295,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
