detected_type,local_path,title,source_url,download_url,license,usage_terms,artist,credit,object_name,mime
pouch,data/images/pouch/recybat24_pouch_025_20_4_F_1_po.jpg,20_4_F_1_po.jpg,https://zenodo.org/records/15226091,https://zenodo.org/records/15226091/files/recybat24.tar.gz?download=1,CC-BY-4.0,Creative Commons Attribution 4.0 International,"Acaro Chacon, Ximena Carolina; Lo Scudo, Fabrizio; Cappuccino, Gregorio; Dodaro, Carmine","RecyBat24: an Image Dataset for LIB Recycling, Zenodo, DOI 10.5281/zenodo.15226091",20_4_F_1_po.jpg,image/jpeg
pouch,data/images/pouch/recybat24_pouch_026_50_5_F_3_po.jpg,50_5_F_3_po.jpg,https://zenodo.org/records/15226091,https://zenodo.org/records/15226091/files/recybat24.tar.gz?download=1,CC-BY-4.0,Creative Commons Attribution 4.0 International,"Acaro Chacon, Ximena Carolina; Lo Scudo, Fabrizio; Cappuccino, Gregorio; Dodaro, Carmine","RecyBat24: an Image Dataset for LIB Recycling, Zenodo, DOI 10.5281/zenodo.15226091",50_5_F_3_po.jpg,image/jpeg
pouch,data/images/pouch/recybat24_pouch_027_41_3_F_3_po.jpg,41_3_F_3_po.jpg,https://zenodo.org/records/15226091,https://zenodo.org/records/15226091/files/recybat24.tar.gz?download=1,CC-BY-4.0,Creative Commons Attribution 4.0 International,"Acaro Chacon, Ximena Carolina; Lo Scudo, Fabrizio; Cappuccino, Gregorio; Dodaro, Carmine","RecyBat24: an Image Dataset for LIB Recycling, Zenodo, DOI 10.5281/zenodo.15226091",41_3_F_3_po.jpg,image/jpeg
pouch,data/images/pouch/recybat24_pouch_028_6_1_F_2_po.jpg,6_1_F_2_po.jpg,https://zenodo.org/records/15226091,https://zenodo.org/records/15226091/files/recybat24.tar.gz?download=1,CC-BY-4.0,Creative Commons Attribution 4.0 International,"Acaro Chacon, Ximena Carolina; Lo Scudo, Fabrizio; Cappuccino, Gregorio; Dodaro, Carmine","RecyBat24: an Image Dataset for LIB Recycling, Zenodo, DOI 10.5281/zenodo.15226091",6_1_F_2_po.jpg,image/jpeg
pouch,data/images/pouch/recybat24_pouch_029_41_4_F_2_po.jpg,41_4_F_2_po.jpg,https://zenodo.org/records/15226091,https://zenodo.org/records/15226091/files/recybat24.tar.gz?download=1,CC-BY-4.0,Creative Commons Attribution 4.0 International,"Acaro Chacon, Ximena Carolina; Lo Scudo, Fabrizio; Cappuccino, Gregorio; Dodaro, Carmine","RecyBat24: an Image Dataset for LIB Recycling, Zenodo, DOI 10.5281/zenodo.15226091",41_4_F_2_po.jpg,image/jpeg
pouch,data/images/pouch/recybat24_pouch_030_38_4_F_2_po.jpg,38_4_F_2_po.jpg,https://zenodo.org/records/15226091,https://zenodo.org/records/15226091/files/recybat24.tar.gz?download=1,CC-BY-4.0,Creative Commons Attribution 4.0 International,"Acaro Chacon, Ximena Carolina; Lo Scudo, Fabrizio; Cappuccino, Gregorio; Dodaro, Carmine","RecyBat24: an Image Dataset for LIB Recycling, Zenodo, DOI 10.5281/zenodo.15226091",38_4_F_2_po.jpg,image/jpeg
prismatic,data/images/prismatic/recybat24_prismatic_001_2_4_F_2_pri.jpg,2_4_F_2_pri.jpg,https://zenodo.org/records/15226091,https://zenodo.org/records/15226091/files/recybat24.tar.gz?download=1,CC-BY-4.0,Creative Commons Attribution 4.0 International,"Acaro Chacon, Ximena Carolina; Lo Scudo, Fabrizio; Cappuccino, Gregorio; Dodaro, Carmine","RecyBat24: an Image Dataset for LIB Recycling, Zenodo, DOI 10.5281/zenodo.15226091",2_4_F_2_pri.jpg,image/jpeg
prismatic,data/images/prismatic/recybat24_prismatic_002_3_4_F_3_pri.jpg,3_4_F_3_pri.jpg,https://zenodo.org/records/15226091,https://zenodo.org/records/15226091/files/recybat24.tar.gz?download=1,CC-BY-4.0,Creative Commons Attribution 4.0 International,"Acaro Chacon, Ximena Carolina; Lo Scudo, Fabrizio; Cappuccino, Gregorio; Dodaro, Carmine","RecyBat24: an Image Dataset for LIB Recycling, Zenodo, DOI 10.5281/zenodo.15226091",3_4_F_3_pri.jpg,image/jpeg
prismatic,data/images/prismatic/recybat24_prismatic_003_17_5_F_1_pri.jpg,17_5_F_1_pri.jpg,https://zenodo.org/records/15226091,https://zenodo.org/records/15226091/files/recybat24.tar.gz?download=1,CC-BY-4.0,Creative Commons Attribution 4.0 International,"Acaro Chacon, Ximena Carolina; Lo Scudo, Fabrizio; Cappuccino, Gregorio; Dodaro, Carmine","RecyBat24: an Image Dataset for LIB Recycling, Zenodo, DOI 10.5281/zenodo.15226091",17_5_F_1_pri.jpg,image/jpeg
prismatic,data/images/prismatic/recybat24_prismatic_004_9_5_F_3_pri.jpg,9_5_F_3_pri.jpg,https://zenodo.org/records/15226091,https://zenodo.org/records/15226091/files/recybat24.tar.gz?download=1,CC-BY-4.0,Creative Commons Attribution 4.0 International,"Acaro Chacon, Ximena Carolina; Lo Scudo, Fabrizio; Cappuccino, Gregorio; Dodaro, Carmine","RecyBat24: an Image Dataset for LIB Recycling, Zenodo, DOI 10.5281/zenodo.15226091",9_5_F_3_pri.jpg,image/jpeg
prismatic,data/images/prismatic/recybat24_prismatic_005_14_1_F_2_pri.jpg,14_1_F_2_pri.jpg,https://zenodo.org/records/15226091,https://zenodo.org/records/15226091/files/recybat24.tar.gz?download=1,CC-BY-4.0,Creative Commons Attribution 4.0 International,"Acaro Chacon, Ximena Carolina; Lo Scudo, Fabrizio; Cappuccino, Gregorio; Dodaro, Carmine","RecyBat24: an Image Dataset for LIB Recycling, Zenodo, DOI 10.5281/zenodo.15226091",14_1_F_2_pri.jpg,image/jpeg
prismatic,data/images/prismatic/recybat24_prismatic_006_15_1_F_1_pri.jpg,15_1_F_1_pri.jpg,https://zenodo.org/records/15226091,https://zenodo.org/records/15226091/files/recybat24.tar.gz?download=1,CC-BY-4.0,Creative Commons Attribution 4.0 International,"Acaro Chacon, Ximena Carolina; Lo Scudo, Fabrizio; Cappuccino, Gregorio; Dodaro, Carmine","RecyBat24: an Image Dataset for LIB Recycling, Zenodo, DOI 10.5281/zenodo.15226091",15_1_F_1_pri.jpg,image/jpeg
prismatic,data/images/prismatic/recybat24_prismatic_007_17_2_F_2_pri.jpg,17_2_F_2_pri.jpg,https://zenodo.org/records/15226091,https://zenodo.org/records/15226091/files/recybat24.tar.gz?download=1,CC-BY-4.0,Creative Commons Attribution 4.0 International,"Acaro Chacon, Ximena Carolina; Lo Scudo, Fabrizio; Cappuccino, Gregorio; Dodaro, Carmine","RecyBat24: an Image Dataset for LIB Recycling, Zenodo, DOI 10.5281/zenodo.15226091",17_2_F_2_pri.jpg,image/jpeg
prismatic,data/images/prismatic/recybat24_prismatic_008_7_4_F_1_pri.jpg,7_4_F_1_pri.jpg,https://zenodo.org/records/15226091,https://zenodo.org/records/15226091/files/recybat24.tar.gz?download=1,CC-BY-4.0,Creative Commons Attribution 4.0 International,"Acaro Chacon, Ximena Carolina; Lo Scudo, Fabrizio; Cappuccino, Gregorio; Dodaro, Carmine","RecyBat24: an Image Dataset for LIB Recycling, Zenodo, DOI 10.5281/zenodo.15226091",7_4_F_1_pri.jpg,image/jpeg
prismatic,data/images/prismatic/recybat24_prismatic_009_22_4_F_2_pri.jpg,22_4_F_2_pri.jpg,https://zenodo.org/records/15226091,https://zenodo.org/records/15226091/files/recybat24.tar.gz?download=1,CC-BY-4.0,Creative Commons Attribution 4.0 International,"Acaro Chacon, Ximena Carolina; Lo Scudo, Fabrizio; Cappuccino, Gregorio; Dodaro, Carmine","RecyBat24: an Image Dataset for LIB Recycling, Zenodo, DOI 10.5281/zenodo.15226091",22_4_F_2_pri.jpg,image/jpeg
prismatic,data/images/prismatic/recybat24_prismatic_010_18_5_F_1_pri.jpg,18_5_F_1_pri.jpg,https://zenodo.org/records/15226091,https://zenodo.org/records/15226091/files/recybat24.tar.gz?download=1,CC-BY-4.0,Creative Commons Attribution 4.0 International,"Acaro Chacon, Ximena Carolina; Lo Scudo, Fabrizio; Cappuccino, Gregorio; Dodaro, Carmine","RecyBat24: an Image Dataset for LIB Recycling, Zenodo, DOI 10.5281/zenodo.15226091",18_5_F_1_pri.jpg,image/jpeg
prismatic,data/images/prismatic/recybat24_prismatic_011_9_1_F_2_pri.jpg,9_1_F_2_pri.jpg,https://zenodo.org/records/15226091,https://zenodo.org/records/15226091/files/recybat24.tar.gz?download=1,CC-BY-4.0,Creative Commons Attribution 4.0 International,"Acaro Chacon, Ximena Carolina; Lo Scudo, Fabrizio; Cappuccino, Gregorio; Dodaro, Carmine","RecyBat24: an Image Dataset for LIB Recycling, Zenodo, DOI 10.5281/zenodo.15226091",9_1_F_2_pri.jpg,image/jpeg
prismatic,data/images/prismatic/recybat24_prismatic_012_2_2_F_2_pri.jpg,2_2_F_2_pri.jpg,https://zenodo.org/records/15226091,https://zenodo.org/records/15226091/files/recybat24.tar.gz?download=1,CC-BY-4.0,Creative Commons Attribution 4.0 International,"Acaro Chacon, Ximena Carolina; Lo Scudo, Fabrizio; Cappuccino, Gregorio; Dodaro, Carmine","RecyBat24: an Image Dataset for LIB Recycling, Zenodo, DOI 10.5281/zenodo.15226091",2_2_F_2_pri.jpg,image/jpeg
prismatic,data/images/prismatic/recybat24_prismatic_013_16_2_F_2_pri.jpg,16_2_F_2_pri.jpg,https://zenodo.org/records/15226091,https://zenodo.org/records/15226091/files/recybat24.tar.gz?download=1,CC-BY-4.0,Creative Commons Attribution 4.0 International,"Acaro Chacon, Ximena Carolina; Lo Scudo, Fabrizio; Cappuccino, Gregorio; Dodaro, Carmine","RecyBat24: an Image Dataset for LIB Recycling, Zenodo, DOI 10.5281/zenodo.15226091",16_2_F_2_pri.jpg,image/jpeg
prismatic,data/images/prismatic/recybat24_prismatic_014_9_1_F_1_pri.jpg,9_1_F_1_pri.jpg,https://zenodo.org/records/15226091,https://zenodo.org/records/15226091/files/recybat24.tar.gz?download=1,CC-BY-4.0,Creative Commons Attribution 4.0 International,"Acaro Chacon, Ximena Carolina; Lo Scudo, Fabrizio; Cappuccino, Gregorio; Dodaro, Carmine","RecyBat24: an Image Dataset for LIB Recycling, Zenodo, DOI 10.5281/zenodo.15226091",9_1_F_1_pri.jpg,image/jpeg
prismatic,data/images/prismatic/recybat24_prismatic_015_18_4_F_3_pri.jpg,18_4_F_3_pri.jpg,https://zenodo.org/records/15226091,https://zenodo.org/records/15226091/files/recybat24.tar.gz?download=1,CC-BY-4.0,Creative Commons Attribution 4.0 International,"Acaro Chacon, Ximena Carolina; Lo Scudo, Fabrizio; Cappuccino, Gregorio; Dodaro, Carmine","RecyBat24: an Image Dataset for LIB Recycling, Zenodo, DOI 10.5281/zenodo.15226091",18_4_F_3_pri.jpg,image/jpeg
prismatic,data/images/prismatic/recybat24_prismatic_016_16_3_F_1_pri.jpg,16_3_F_1_pri.jpg,https://zenodo.org/records/15226091,https://zenodo.org/records/15226091/files/recybat24.tar.gz?download=1,CC-BY-4.0,Creative Commons Attribution 4.0 International,"Acaro Chacon, Ximena Carolina; Lo Scudo, Fabrizio; Cappuccino, Gregorio; Dodaro, Carmine","RecyBat24: an Image Dataset for LIB Recycling, Zenodo, DOI 10.5281/zenodo.15226091",16_3_F_1_pri.jpg,image/jpeg
prismatic,data/images/prismatic/recybat24_prismatic_017_8_3_F_2_pri.jpg,8_3_F_2_pri.jpg,https://zenodo.org/records/15226091,https://zenodo.org/records/15226091/files/recybat24.tar.gz?download=1,CC-BY-4.0,Creative Commons Attribution 4.0 International,"Acaro Chacon, Ximena Carolina; Lo Scudo, Fabrizio; Cappuccino, Gregorio; Dodaro, Carmine","RecyBat24: an Image Dataset for LIB Recycling, Zenodo, DOI 10.5281/zenodo.15226091",8_3_F_2_pri.jpg,image/jpeg
prismatic,data/images/prismatic/recybat24_prismatic_018_21_1_F_2_pri.jpg,21_1_F_2_pri.jpg,https://zenodo.org/records/15226091,https://zenodo.org/records/15226091/files/recybat24.tar.gz?download=1,CC-BY-4.0,Creative Commons Attribution 4.0 International,"Acaro Chacon, Ximena Carolina; Lo Scudo, Fabrizio; Cappuccino, Gregorio; Dodaro, Carmine","RecyBat24: an Image Dataset for LIB Recycling, Zenodo, DOI 10.5281/zenodo.15226091",21_1_F_2_pri.jpg,image/jpeg
prismatic,data/images/prismatic/recybat24_prismatic_019_12_5_F_2_pri.jpg,12_5_F_2_pri.jpg,https://zenodo.org/records/15226091,https://zenodo.org/records/15226091/files/recybat24.tar.gz?download=1,CC-BY-4.0,Creative Commons Attribution 4.0 International,"Acaro Chacon, Ximena Carolina; Lo Scudo, Fabrizio; Cappuccino, Gregorio; Dodaro, Carmine","RecyBat24: an Image Dataset for LIB Recycling, Zenodo, DOI 10.5281/zenodo.15226091",12_5_F_2_pri.jpg,image/jpeg
prismatic,data/images/prismatic/recybat24_prismatic_020_4_1_F_3_pri.jpg,4_1_F_3_pri.jpg,https://zenodo.org/records/15226091,https://zenodo.org/records/15226091/files/recybat24.tar.gz?download=1,CC-BY-4.0,Creative Commons Attribution 4.0 International,"Acaro Chacon, Ximena Carolina; Lo Scudo, Fabrizio; Cappuccino, Gregorio; Dodaro, Carmine","RecyBat24: an Image Dataset for LIB Recycling, Zenodo, DOI 10.5281/zenodo.15226091",4_1_F_3_pri.jpg,image/jpeg
prismatic,data/images/prismatic/recybat24_prismatic_021_6_1_F_1_pri.jpg,6_1_F_1_pri.jpg,https://zenodo.org/records/15226091,https://zenodo.org/records/15226091/files/recybat24.tar.gz?download=1,CC-BY-4.0,Creative Commons Attribution 4.0 International,"Acaro Chacon, Ximena Carolina; Lo Scudo, Fabrizio; Cappuccino, Gregorio; Dodaro, Carmine","RecyBat24: an Image Dataset for LIB Recycling, Zenodo, DOI 10.5281/zenodo.15226091",6_1_F_1_pri.jpg,image/jpeg
prismatic,data/images/prismatic/recybat24_prismatic_022_8_5_F_2_pri.jpg,8_5_F_2_pri.jpg,https://zenodo.org/records/15226091,https://zenodo.org/records/15226091/files/recybat24.tar.gz?download=1,CC-BY-4.0,Creative Commons Attribution 4.0 International,"Acaro Chacon, Ximena Carolina; Lo Scudo, Fabrizio; Cappuccino, Gregorio; Dodaro, Carmine","RecyBat24: an Image Dataset for LIB Recycling, Zenodo, DOI 10.5281/zenodo.15226091",8_5_F_2_pri.jpg,image/jpeg
prismatic,data/images/prismatic/recybat24_prismatic_023_5_3_F_3_pri.jpg,5_3_F_3_pri.jpg,https://zenodo.org/records/15226091,https://zenodo.org/records/15226091/files/recybat24.tar.gz?download=1,CC-BY-4.0,Creative Commons Attribution 4.0 International,"Acaro Chacon, Ximena Carolina; Lo Scudo, Fabrizio; Cappuccino, Gregorio; Dodaro, Carmine","RecyBat24: an Image Dataset for LIB Recycling, Zenodo, DOI 10.5281/zenodo.15226091",5_3_F_3_pri.jpg,image/jpeg
prismatic,data/images/prismatic/recybat24_prismatic_024_5_1_F_2_pri.jpg,5_1_F_2_pri.jpg,https://zenodo.org/records/15226091,https://zenodo.org/records/15226091/files/recybat24.tar.gz?download=1,CC-BY-4.0,Creative Commons Attribution 4.0 International,"Acaro Chacon, Ximena Carolina; Lo Scudo, Fabrizio; Cappuccino, Gregorio; Dodaro, Carmine","RecyBat24: an Image Dataset for LIB Recycling, Zenodo, DOI 10.5281/zenodo.15226091",5_1_F_2_pri.jpg,image/jpeg
prismatic,data/images/prismatic/recybat24_prismatic_025_12_4_F_1_pri.jpg,12_4_F_1_pri.jpg,https://zenodo.org/records/15226091,https://zenodo.org/records/15226091/files/recybat24.tar.gz?download=1,CC-BY-4.0,Creative Commons Attribution 4.0 International,"Acaro Chacon, Ximena Carolina; Lo Scudo, Fabrizio; Cappuccino, Gregorio; Dodaro, Carmine","RecyBat24: an Image Dataset for LIB Recycling, Zenodo, DOI 10.5281/zenodo.15226091",12_4_F_1_pri.jpg,image/jpeg
prismatic,data/images/prismatic/recybat24_prismatic_026_15_1_F_3_pri.jpg,15_1_F_3_pri.jpg,https://zenodo.org/records/15226091,https://zenodo.org/records/15226091/files/recybat24.tar.gz?download=1,CC-BY-4.0,Creative Commons Attribution 4.0 International,"Acaro Chacon, Ximena Carolina; Lo Scudo, Fabrizio; Cappuccino, Gregorio; Dodaro, Carmine","RecyBat24: an Image Dataset for LIB Recycling, Zenodo, DOI 10.5281/zenodo.15226091",15_1_F_3_pri.jpg,image/jpeg
prismatic,data/images/prismatic/recybat24_prismatic_027_3_1_F_2_pri.jpg,3_1_F_2_pri.jpg,https://zenodo.org/records/15226091,https://zenodo.org/records/15226091/files/recybat24.tar.gz?download=1,CC-BY-4.0,Creative Commons Attribution 4.0 International,"Acaro Chacon, Ximena Carolina; Lo Scudo, Fabrizio; Cappuccino, Gregorio; Dodaro, Carmine","RecyBat24: an Image Dataset for LIB Recycling, Zenodo, DOI 10.5281/zenodo.15226091",3_1_F_2_pri.jpg,image/jpeg
prismatic,data/images/prismatic/recybat24_prismatic_028_11_4_F_3_pri.jpg,11_4_F_3_pri.jpg,https://zenodo.org/records/15226091,https://zenodo.org/records/15226091/files/recybat24.tar.gz?download=1,CC-BY-4.0,Creative Commons Attribution 4.0 International,"Acaro Chacon, Ximena Carolina; Lo Scudo, Fabrizio; Cappuccino, Gregorio; Dodaro, Carmine","RecyBat24: an Image Dataset for LIB Recycling, Zenodo, DOI 10.5281/zenodo.15226091",11_4_F_3_pri.jpg,image/jpeg
prismatic,data/images/prismatic/recybat24_prismatic_029_17_4_F_1_pri.jpg,17_4_F_1_pri.jpg,https://zenodo.org/records/15226091,https://zenodo.org/records/15226091/files/recybat24.tar.gz?download=1,CC-BY-4.0,Creative Commons Attribution 4.0 International,"Acaro Chacon, Ximena Carolina; Lo Scudo, Fabrizio; Cappuccino, Gregorio; Dodaro, Carmine","RecyBat24: an Image Dataset for LIB Recycling, Zenodo, DOI 10.5281/zenodo.15226091",17_4_F_1_pri.jpg,image/jpeg
prismatic,data/images/prismatic/recybat24_prismatic_030_1_5_F_3_pri.jpg,1_5_F_3_pri.jpg,https://zenodo.org/records/15226091,https://zenodo.org/records/15226091/files/recybat24.tar.gz?download=1,CC-BY-4.0,Creative Commons Attribution 4.0 International,"Acaro Chacon, Ximena Carolina; Lo Scudo, Fabrizio; Cappuccino, Gregorio; Dodaro, Carmine","RecyBat24: an Image Dataset for LIB Recycling, Zenodo, DOI 10.5281/zenodo.15226091",1_5_F_3_pri.jpg,image/jpeg
